timestamp,open,high,low,close,volume
2025-09-12 15:15:00+05:30,25116.35,25120.1,25102.4,25107.7,0.0
2025-09-12 14:15:00+05:30,25118.4,25120.7,25099.5,25115.8,0.0
2025-09-12 13:15:00+05:30,25118.75,25129.65,25097.25,25117.9,0.0
2025-09-12 12:15:00+05:30,25120.6,25125.3,25101.9,25118.8,0.0
2025-09-12 11:15:00+05:30,25099.8,25139.45,25097.7,25121.05,0.0
2025-09-12 10:15:00+05:30,25074.85,25104.0,25064.2,25099.75,0.0
2025-09-12 09:15:00+05:30,25074.45,25089.75,25038.05,25074.7,0.0
2025-09-11 15:15:00+05:30,25000.8,25016.15,24992.8,25008.1,0.0
2025-09-11 14:15:00+05:30,25012.9,25037.3,24986.9,25000.7,0.0
2025-09-11 13:15:00+05:30,25007.05,25026.35,24991.25,25013.85,0.0
2025-09-11 12:15:00+05:30,24987.0,25015.1,24985.95,25007.3,0.0
2025-09-11 11:15:00+05:30,24982.0,24989.0,24956.85,24986.95,0.0
2025-09-11 10:15:00+05:30,24965.45,24991.8,24964.75,24981.0,0.0
2025-09-11 09:15:00+05:30,24945.5,25008.95,24940.15,24964.5,0.0
2025-09-10 15:15:00+05:30,24978.55,24987.9,24972.35,24977.55,0.0
2025-09-10 14:15:00+05:30,24962.8,24979.8,24915.05,24978.6,0.0
2025-09-10 13:15:00+05:30,24959.9,24978.65,24946.55,24962.85,0.0
2025-09-10 12:15:00+05:30,24990.3,25000.9,24958.7,24959.6,0.0
2025-09-10 11:15:00+05:30,25012.85,25014.35,24967.95,24990.15,0.0
2025-09-10 10:15:00+05:30,25004.3,25035.7,24990.35,25013.1,0.0
2025-09-10 09:15:00+05:30,24991.0,25017.4,24958.1,25005.45,0.0
2025-09-09 15:15:00+05:30,24871.05,24883.05,24860.9,24878.8,0.0
2025-09-09 14:15:00+05:30,24874.35,24891.8,24825.6,24870.35,0.0
2025-09-09 13:15:00+05:30,24854.8,24877.0,24843.6,24873.75,0.0
2025-09-09 12:15:00+05:30,24842.25,24869.3,24836.95,24854.8,0.0
2025-09-09 11:15:00+05:30,24838.05,24855.8,24814.0,24841.35,0.0
2025-09-09 10:15:00+05:30,24825.2,24847.0,24814.6,24838.5,0.0
2025-09-09 09:15:00+05:30,24864.1,24879.05,24823.25,24824.1,0.0
2025-09-08 15:15:00+05:30,24768.4,24800.8,24762.95,24791.2,0.0
2025-09-08 14:15:00+05:30,24856.6,24885.5,24751.55,24768.75,0.0
2025-09-08 13:15:00+05:30,24867.75,24870.9,24828.95,24856.1,0.0
2025-09-08 12:15:00+05:30,24835.35,24868.1,24821.0,24867.8,0.0
2025-09-08 11:15:00+05:30,24806.65,24836.85,24797.75,24835.75,0.0
2025-09-08 10:15:00+05:30,24800.3,24815.65,24764.95,24806.8,0.0
2025-09-08 09:15:00+05:30,24802.6,24845.7,24758.5,24800.45,0.0
